customer_id,order_date,year,month,category,quantity,discount_pct,shipping_fee_usd,total_amount_usd,customer_rating,is_repeat_customer,age,membership_tier,total_spend_usd,total_orders,avg_order_value_usd,revenue_usd,orders,unique_customers
C00504,2024-03-13,2024,3,Sports & Outdoors,1,0,3.99,22.71,4.1,0,37,Free,1206.9,15,90.26,38111.12,301,297
C05445,2020-03-14,2020,3,Health & Wellness,3,0,6.99,107.24,3.6,1,41,Free,234.38,7,35.39,32642.23,258,254
C03996,2022-11-05,2022,11,Sports & Outdoors,1,5,0,28.93,4.1,1,44,Free,2416.12,42,53.9,36954.4,272,265
C04265,2021-03-15,2021,3,Health & Wellness,1,20,4.99,20.56,4.3,1,33,Free,468.21,18,25.08,36891.43,292,285
C07391,2021-08-24,2021,8,Books,1,20,4.99,40.33,4.1,0,20,Free,467.62,5,105.54,33747.82,267,260
C04520,2024-09-28,2024,9,Beauty & Personal Care,2,5,6.99,99.3,4.1,1,48,Gold,252.9,3,83.56,36001.08,293,290
C05686,2025-08-01,2025,8,Toys & Games,3,15,3.99,104.95,3.9,0,36,Free,238.54,9,25.48,34388.76,290,286
C07361,2021-09-21,2021,9,Clothing & Apparel,2,20,4.99,75.36,4.1,1,31,Free,341.4,13,26.19,30858.17,263,256
C01599,2025-04-20,2025,4,Home & Kitchen,1,10,3.99,198.76,4.1,0,55,Free,1294.38,18,68.14,31374.44,264,258
C06440,2021-08-06,2021,8,Electronics,1,0,4.99,54.59,4.1,1,51,Gold,4859.43,18,248.98,33747.82,267,260
C06594,2022-07-19,2022,7,Electronics,2,15,0,295.42,3.9,1,43,Free,643.73,17,36.86,31442.92,263,260
C04923,2021-01-07,2021,1,Toys & Games,1,0,0,48.79,4.1,1,39,Silver,1291.93,24,51.3,31245.22,281,278
C02673,2024-02-14,2024,2,Clothing & Apparel,1,0,4.99,42.62,4.7,0,18,Free,271.58,6,51.63,32650.56,271,267
C01457,2022-02-22,2022,2,Beauty & Personal Care,1,0,0,45.43,4.1,0,42,Free,482.14,8,70.37,25922.18,237,236
C03979,2024-11-18,2024,11,Home & Kitchen,1,15,3.99,83.53,4.7,1,21,Free,931.97,18,57.61,34159.4,260,254
C01798,2021-06-23,2021,6,Books,5,0,4.99,147.33,4.1,1,36,Platinum,384.49,6,59.56,32344.03,266,256
C07825,2022-03-13,2022,3,Clothing & Apparel,1,0,9.99,57.29,4.1,1,42,Platinum,288.96,3,105.35,31024.2,260,256
C05781,2020-07-30,2020,7,Electronics,1,0,9.99,127.34,4.1,1,44,Free,1835.81,14,142.28,31542.99,266,261
C04358,2021-09-10,2021,9,Travel & Luggage,1,0,0,89.44,3.9,1,35,Silver,2392.1,18,118.19,30858.17,263,256
C07190,2025-07-11,2025,7,Clothing & Apparel,1,0,0,39.41,4,1,37,Free,106.03,3,30.95,41236.16,269,267
C03049,2023-04-29,2023,4,Beauty & Personal Care,1,0,6.99,57.99,4.1,1,18,Platinum,6029.65,44,159.62,36986.87,283,277
C04613,2020-09-13,2020,9,Home & Kitchen,1,0,0,76.71,4.1,0,43,Gold,418.4,10,37.45,34467.9,241,237
C05746,2022-02-28,2022,2,Electronics,1,40,4.99,35.61,4.1,1,45,Silver,2680.83,16,157.99,25922.18,237,236
C04181,2021-12-15,2021,12,Electronics,1,0,3.99,75.97,4.7,0,47,Silver,553.61,11,45,39234.46,304,300
C05646,2020-05-27,2020,5,Sports & Outdoors,1,25,3.99,78.23,4.1,1,45,Gold,3847.74,24,144.69,38625.73,286,282
C04857,2025-05-06,2025,5,Automotive,2,10,4.99,132.2,4.1,1,30,Gold,3888.4,48,72.27,36208.38,287,283
C03007,2023-01-30,2023,1,Clothing & Apparel,1,0,0,64.55,3.9,1,31,Free,179.8,2,103.4,38618.99,284,279
C01308,2021-06-27,2021,6,Pet Supplies,1,5,6.99,29.72,4.1,1,46,Free,783.64,20,39.51,32344.03,266,256
C03154,2022-09-23,2022,9,Electronics,3,10,0,470.76,4.4,1,31,Free,212.33,7,31.65,33303.4,273,268
C04496,2021-01-12,2021,1,Home & Kitchen,1,0,9.99,155.09,4.1,1,41,Free,203.5,5,35.87,31245.22,281,278
C01816,2021-10-08,2021,10,Pet Supplies,1,40,4.99,16.79,3.3,1,33,Platinum,9999.6,68,156.75,33889.76,284,280
C00099,2022-06-01,2022,6,Books,3,0,0,65.94,4.1,0,56,Free,1370.45,13,98.24,39403.82,270,262
C01512,2022-04-19,2022,4,Electronics,1,0,3.99,76.37,4.1,0,46,Free,69.98,1,78.58,35381.99,265,257
C00815,2022-07-18,2022,7,Electronics,3,5,6.99,281.56,4.6,1,35,Free,825.55,14,57.24,31442.92,263,260
C02219,2025-09-03,2025,9,Electronics,1,0,4.99,287.28,4.1,1,34,Silver,312.88,5,56.73,34675.45,264,258
C04462,2023-11-27,2023,11,Books,1,0,0,49.54,3.8,1,18,Free,1235.03,29,40.9,34414.38,265,262
C05109,2023-01-03,2023,1,Food & Grocery,1,30,3.99,23.46,4.1,0,43,Free,45.41,1,43.31,38618.99,284,279
C01698,2021-01-31,2021,1,Electronics,1,0,0,85.7,4.5,0,26,Silver,725.33,9,73.41,31245.22,281,278
C06929,2022-01-17,2022,1,Home & Kitchen,2,0,0,135.02,4.1,1,45,Silver,283.97,7,36.04,35008.98,290,284
C05390,2025-06-17,2025,6,Beauty & Personal Care,3,0,4.99,89.19,3.6,0,35,Free,1110.98,17,57.25,40777.79,306,297
C07567,2020-08-18,2020,8,Beauty & Personal Care,1,0,4.99,70.62,4.1,1,28,Silver,2479.25,16,146.87,35804.39,289,284
C06112,2020-01-09,2020,1,Clothing & Apparel,1,0,4.99,61.89,4.1,0,45,Gold,702.51,16,40.53,35415.25,266,261
C06219,2020-12-03,2020,12,Beauty & Personal Care,2,0,3.99,84.82,4.1,1,42,Free,328.14,17,17.41,39996.64,303,294
C02011,2022-10-24,2022,10,Clothing & Apparel,2,10,4.99,172.91,2.7,1,27,Free,817.41,20,36.03,39203.31,307,301
C07549,2022-01-15,2022,1,Clothing & Apparel,1,0,4.99,141.31,4.1,1,50,Free,5684.74,57,115.64,35008.98,290,284
C02459,2020-09-24,2020,9,Electronics,4,0,9.99,649.67,4.1,1,20,Silver,1483.66,42,33.65,34467.9,241,237
C04184,2022-02-20,2022,2,Beauty & Personal Care,1,0,6.99,40.38,4.1,0,45,Free,645.04,9,68.35,25922.18,237,236
C04493,2023-04-01,2023,4,Travel & Luggage,1,0,4.99,61,4.5,1,31,Free,178.38,3,60.28,36986.87,283,277
C01047,2023-12-25,2023,12,Electronics,1,0,4.99,172.15,4.1,1,54,Free,158.59,1,152.24,32063.21,272,267
C02363,2023-02-03,2023,2,Books,1,0,9.99,34.28,3.6,1,36,Silver,236.53,4,60.14,32628.65,259,258
C01416,2021-07-07,2021,7,Beauty & Personal Care,2,20,6.99,48.11,4.1,1,29,Silver,3401.23,27,125.15,33495.74,275,270
C02332,2021-07-24,2021,7,Clothing & Apparel,5,10,4.99,184.94,4.1,0,39,Gold,3007.37,15,213.37,33495.74,275,270
C02196,2020-05-17,2020,5,Toys & Games,1,0,0,60.5,4.1,1,38,Gold,4919.37,55,93.51,38625.73,286,282
C07173,2024-04-29,2024,4,Sports & Outdoors,3,0,3.99,261.17,4.1,0,41,Platinum,369.58,5,81.56,33388.59,295,291
C06867,2020-10-22,2020,10,Electronics,3,0,6.99,278.76,4.3,0,29,Free,1073.02,30,34.39,31217.93,269,262
C06183,2020-04-07,2020,4,Home & Kitchen,1,15,4.99,116.26,4.1,1,32,Silver,342.34,8,37.6,34865.39,281,275
C05524,2025-07-04,2025,7,Clothing & Apparel,3,15,3.99,146.01,4.1,0,24,Silver,1434.64,31,53.71,41236.16,269,267
C07180,2022-06-02,2022,6,Clothing & Apparel,1,0,3.99,73.21,4.1,0,44,Silver,68.07,4,17.8,39403.82,270,262
C00830,2021-08-23,2021,8,Books,2,25,4.99,43.06,4.1,0,20,Free,247.18,5,49.06,33747.82,267,260
C03612,2022-08-14,2022,8,Food & Grocery,1,0,0,11.03,3,1,35,Free,94.19,2,50.39,35474.91,277,274
C07303,2023-03-30,2023,3,Electronics,1,10,0,182.11,4.1,1,34,Free,106.64,1,103.26,34346.46,264,263
C04282,2025-10-05,2025,10,Electronics,1,0,0,220.21,4.1,1,34,Silver,494.86,7,71.71,39940.71,287,282
C05389,2024-04-30,2024,4,Office Supplies,1,15,0,74.08,4.1,1,51,Gold,357.38,4,96.71,33388.59,295,291
C01797,2024-06-05,2024,6,Clothing & Apparel,2,10,0,115.62,2.3,0,27,Free,3950.86,17,249.99,31217.29,264,258
